1; 0.000000 
2; 0.250000 
3; 0.333333 
4; 0.312500 
5; 0.360000 
6; 0.305556 
7; 0.346939 
8; 0.328125 
9; 0.333333 
10; 0.310000 
11; 0.338843 
12; 0.312500 
13; 0.337278 
14; 0.321429 
15; 0.315556 
16; 0.308594 
17; 0.328720 
18; 0.311728 
19; 0.329640 
20; 0.317500 
21; 0.315193 
22; 0.307851 
23; 0.323251 
24; 0.310764 
25; 0.318400 
26; 0.312130 
27; 0.314129 
28; 0.307398 
29; 0.319857 
30; 0.307778 
31; 0.319459 
32; 0.315430 
33; 0.314968 
34; 0.310554 
35; 0.312653 
36; 0.304784 
37; 0.314828 
38; 0.310942 
39; 0.310980 
40; 0.305625 
41; 0.314694 
42; 0.306689 
43; 0.315306 
44; 0.311467 
45; 0.309630 
46; 0.306711 
47; 0.314622 
48; 0.308594 
49; 0.313619 
50; 0.309200 
51; 0.309496 
52; 0.306583 
53; 0.313635 
54; 0.308299 
55; 0.310413 
56; 0.307079 
57; 0.307479 
58; 0.305291 
59; 0.311692 
60; 0.305833 
61; 0.312013 
62; 0.309834 
63; 0.309146 
64; 0.307373 
65; 0.309349 
66; 0.304637 
67; 0.310314 
68; 0.308175 
69; 0.308549 
70; 0.304694 
71; 0.310058 
72; 0.306134 
73; 0.311315 
74; 0.309533 
75; 0.308444 
76; 0.306614 
77; 0.308821 
78; 0.304898 
79; 0.309726 
80; 0.307031 
81; 0.307727 
82; 0.306217 
83; 0.310785 
84; 0.306831 
85; 0.308512 
86; 0.307058 
87; 0.307438 
88; 0.305656 
89; 0.309936 
90; 0.306049 
91; 0.308055 
92; 0.306593 
93; 0.306972 
94; 0.305681 
95; 0.307258 
96; 0.304362 
97; 0.308322 
98; 0.306435 
99; 0.306397 
100; 0.304300 
101; 0.308107 
102; 0.305171 
103; 0.308889 
104; 0.307415 
105; 0.305941 
106; 0.304824 
107; 0.308411 
108; 0.305813 
109; 0.309317 
110; 0.307025 
111; 0.307361 
112; 0.305724 
113; 0.309108 
114; 0.306479 
115; 0.307826 
116; 0.306703 
117; 0.306743 
118; 0.305731 
119; 0.307394 
120; 0.304514 
121; 0.307015 
122; 0.306033 
123; 0.306365 
124; 0.305346 
125; 0.306880 
126; 0.304296 
127; 0.307335 
128; 0.306458 
129; 0.306772 
130; 0.304911 
131; 0.307849 
132; 0.305498 
133; 0.307027 
134; 0.306137 
135; 0.305569 
136; 0.304552 
137; 0.307369 
138; 0.305240 
139; 0.308007 
140; 0.306071 
141; 0.306373 
142; 0.305545 
143; 0.307154 
144; 0.305218 
145; 0.306350 
146; 0.305545 
147; 0.305289 
148; 0.304465 
149; 0.307058 
150; 0.304756 
151; 0.307311 
152; 0.306397 
153; 0.306506 
154; 0.305068 
155; 0.306139 
156; 0.304200 
157; 0.306666 
158; 0.305921 
159; 0.306198 
160; 0.304883 
161; 0.306200 
162; 0.304489 
163; 0.306861 
164; 0.306105 
165; 0.305344 
166; 0.304652 
167; 0.306967 
168; 0.305024 
169; 0.306887 
170; 0.305502 
171; 0.305633 
172; 0.304928 
173; 0.307160 
174; 0.305489 
175; 0.305927 
