2 ; 0.346574
3 ; 0.732408
4 ; 0.693147
5 ; 0.965663
6 ; 0.895880
7 ; 1.111949
8 ; 1.039721
9 ; 0.976544
10 ; 0.921034
11 ; 1.089952
12 ; 1.035378
13 ; 1.183823
14 ; 1.131025
15 ; 1.083220
16 ; 1.039721
17 ; 1.166617
18 ; 1.124033
19 ; 1.239764
20 ; 1.198293
21 ; 1.159818
22 ; 1.124015
23 ; 1.226933
24 ; 1.191770
25 ; 1.158795
26 ; 1.127803
27 ; 1.098612
28 ; 1.071066
29 ; 1.161136
30 ; 1.133732
31 ; 1.218512
32 ; 1.191347
33 ; 1.165503
34 ; 1.140881
35 ; 1.117395
36 ; 1.094964
37 ; 1.171109
38 ; 1.148711
39 ; 1.127250
40 ; 1.106664
41 ; 1.177474
42 ; 1.156898
43 ; 1.224577
44 ; 1.204060
45 ; 1.184295
46 ; 1.165239
47 ; 1.228771
48 ; 1.209750
49 ; 1.191374
50 ; 1.173607
51 ; 1.156419
52 ; 1.139782
53 ; 1.198579
54 ; 1.181921
55 ; 1.165770
56 ; 1.150100
57 ; 1.134892
58 ; 1.120122
59 ; 1.174884
60 ; 1.160064
61 ; 1.213045
62 ; 1.198200
63 ; 1.183753
64 ; 1.169686
65 ; 1.155984
66 ; 1.142633
67 ; 1.192376
68 ; 1.178980
69 ; 1.165913
70 ; 1.153163
71 ; 1.200755
72 ; 1.187963
73 ; 1.234242
74 ; 1.221424
75 ; 1.208897
76 ; 1.196650
77 ; 1.184674
78 ; 1.172960
79 ; 1.216808
80 ; 1.205057
81 ; 1.193554
82 ; 1.182291
83 ; 1.224498
84 ; 1.213200
85 ; 1.202129
86 ; 1.191279
87 ; 1.180642
88 ; 1.170213
89 ; 1.210419
90 ; 1.199949
91 ; 1.189677
92 ; 1.179597
93 ; 1.169703
94 ; 1.159990
95 ; 1.150453
96 ; 1.141087
97 ; 1.179049
98 ; 1.169635
99 ; 1.160384
100 ; 1.151293
101 ; 1.188051
102 ; 1.178915
103 ; 1.214929
104 ; 1.205755
105 ; 1.196733
106 ; 1.187857
107 ; 1.222796
108 ; 1.213886
109 ; 1.248157
110 ; 1.239218
111 ; 1.230418
112 ; 1.221754
113 ; 1.255059
114 ; 1.246368
115 ; 1.237808
116 ; 1.229377
117 ; 1.221070
118 ; 1.212886
119 ; 1.204821
120 ; 1.196873
121 ; 1.189039
122 ; 1.181317
123 ; 1.173704
124 ; 1.166197
125 ; 1.158795
126 ; 1.151496
127 ; 1.182439
128 ; 1.175101
129 ; 1.167862
130 ; 1.160720
131 ; 1.190888
132 ; 1.183710
133 ; 1.176625
134 ; 1.169633
135 ; 1.162732
136 ; 1.155919
137 ; 1.185105
138 ; 1.178256
139 ; 1.206994
140 ; 1.200113
141 ; 1.193318
142 ; 1.186606
143 ; 1.179977
144 ; 1.173428
145 ; 1.166958
146 ; 1.160566
147 ; 1.154250
148 ; 1.148008
149 ; 1.175424
150 ; 1.169148
151 ; 1.196173
152 ; 1.189866
153 ; 1.183632
154 ; 1.177469
155 ; 1.171376
156 ; 1.165351
157 ; 1.191599
158 ; 1.185544
159 ; 1.179556
160 ; 1.173634
161 ; 1.167776
162 ; 1.161982
163 ; 1.187500
164 ; 1.181676
165 ; 1.175915
166 ; 1.170214
167 ; 1.195220
168 ; 1.189492
169 ; 1.183823
170 ; 1.178213
171 ; 1.172660
172 ; 1.167164
173 ; 1.191513
174 ; 1.185990
175 ; 1.180523
176 ; 1.175110
177 ; 1.169751
178 ; 1.164446
179 ; 1.188172
180 ; 1.182840
181 ; 1.206281
182 ; 1.200925
183 ; 1.195620
184 ; 1.190366
185 ; 1.185162
186 ; 1.180007
187 ; 1.174901
188 ; 1.169843
189 ; 1.164833
190 ; 1.159868
191 ; 1.182449
192 ; 1.177460
193 ; 1.199784
194 ; 1.194772
195 ; 1.189805
196 ; 1.184883
197 ; 1.206823
198 ; 1.201879
199 ; 1.223578
200 ; 1.218613
201 ; 1.213692
202 ; 1.208813
203 ; 1.203978
204 ; 1.199184
205 ; 1.194432
206 ; 1.189720
207 ; 1.185049
208 ; 1.180417
209 ; 1.175825
210 ; 1.171271
211 ; 1.192120
212 ; 1.187545
213 ; 1.183008
214 ; 1.178509
215 ; 1.174046
216 ; 1.169621
217 ; 1.165231
218 ; 1.160877
219 ; 1.156559
220 ; 1.152275
221 ; 1.148026
222 ; 1.143810
223 ; 1.163876
224 ; 1.159638
225 ; 1.155435
226 ; 1.151264
227 ; 1.171024
228 ; 1.166833
229 ; 1.186402
230 ; 1.182191
231 ; 1.178012
232 ; 1.173866
233 ; 1.193146
234 ; 1.188980
235 ; 1.184846
236 ; 1.180743
237 ; 1.176671
238 ; 1.172629
239 ; 1.191532
240 ; 1.187472
241 ; 1.206200
242 ; 1.202123
243 ; 1.198075
244 ; 1.194057
245 ; 1.190068
246 ; 1.186108
247 ; 1.182176
248 ; 1.178273
